date,ticker_pair,CHRONOBERT_spread
2020-05-31,AMD-META,0.9205503356660235
2020-06-30,AMD-META,0.9027040607010994
2020-07-31,AMD-META,1.0040439257133462
2020-08-31,AMD-META,0.8739970729639229
2020-09-30,AMD-META,0.9847570201393825
2020-10-31,AMD-META,1.0715117652980752
2020-11-30,AMD-META,0.8634019364505462
2020-12-31,AMD-META,0.9871611493951049
2021-01-31,AMD-META,0.8389694189039241
2021-02-28,AMD-META,0.6664478482029028
2021-03-31,AMD-META,0.6648677221264452
2021-04-30,AMD-META,0.8835769447490965
2021-05-31,AMD-META,0.8970954088976424
2021-06-30,AMD-META,0.8424518740398894
2021-07-31,AMD-META,0.8350662823643804
2021-08-31,AMD-META,0.6449959473089283
2021-09-30,AMD-META,0.9969830750582402
2021-10-31,AMD-META,0.8402901805227263
2021-11-30,AMD-META,0.8176991217873346
2021-12-31,AMD-META,0.8048374686047792
2022-01-31,AMD-META,0.8312136418355118
2022-02-28,AMD-META,0.7451317067021219
2022-03-31,AMD-META,0.7264238632798146
2022-04-30,AMD-META,0.8002741588087847
2022-05-31,AMD-META,0.8766452476959787
2022-06-30,AMD-META,0.693081325549165
2022-07-31,AMD-META,0.6557553706642799
2022-08-31,AMD-META,0.5902288343968768
2022-09-30,AMD-META,0.9310984890882478
2022-10-31,AMD-META,0.8322164616534986
2022-11-30,AMD-META,0.8348941326817839
2022-12-31,AMD-META,0.9084170044180206
2023-01-31,AMD-META,0.9695617962453853
2023-02-28,AMD-META,0.8712947846370961
2023-03-31,AMD-META,0.8205915507089736
2023-04-30,AMD-META,0.937048343223427
2020-05-31,NVDA-TSLA,0.5284039054761501
2020-06-30,NVDA-TSLA,0.5880753277984765
2020-07-31,NVDA-TSLA,0.6546544243021333
2020-08-31,NVDA-TSLA,0.46438492590799474
2020-09-30,NVDA-TSLA,0.8063375455319198
2020-10-31,NVDA-TSLA,0.7677983427503556
2020-11-30,NVDA-TSLA,0.7403004793641424
2020-12-31,NVDA-TSLA,0.6871291236593012
2021-01-31,NVDA-TSLA,0.7919887574019934
2021-02-28,NVDA-TSLA,0.6264438243232459
2021-03-31,NVDA-TSLA,0.42210934030617664
2021-04-30,NVDA-TSLA,0.8304899872887573
2021-05-31,NVDA-TSLA,0.6794028600439481
2021-06-30,NVDA-TSLA,0.7001963699613406
2021-07-31,NVDA-TSLA,0.7517439323450824
2021-08-31,NVDA-TSLA,0.5767059595211897
2021-09-30,NVDA-TSLA,0.9641673621070456
2021-10-31,NVDA-TSLA,0.8316536262806297
2021-11-30,NVDA-TSLA,0.8487934934858261
2021-12-31,NVDA-TSLA,0.8454972970935472
2022-01-31,NVDA-TSLA,0.800730133061166
2022-02-28,NVDA-TSLA,0.7148718339269368
2022-03-31,NVDA-TSLA,0.5816630035982472
2022-04-30,NVDA-TSLA,0.7685100665773421
2022-05-31,NVDA-TSLA,0.7237334993263554
2022-06-30,NVDA-TSLA,0.5645736221756116
2022-07-31,NVDA-TSLA,0.6451257386669239
2022-08-31,NVDA-TSLA,0.5310036345740347
2022-09-30,NVDA-TSLA,0.9428753651311527
2022-10-31,NVDA-TSLA,0.8159933841227595
2022-11-30,NVDA-TSLA,0.8870446773476349
2022-12-31,NVDA-TSLA,0.9428833620981963
2023-01-31,NVDA-TSLA,0.9137645901197243
2023-02-28,NVDA-TSLA,0.8070462338976213
2023-03-31,NVDA-TSLA,0.6290356750189632
2023-04-30,NVDA-TSLA,0.8607686884772549
2020-05-31,AMD-NVDA,0.48845441190229033
2020-06-30,AMD-NVDA,0.46518011323836894
2020-07-31,AMD-NVDA,0.43112547082662384
2020-08-31,AMD-NVDA,0.24852059280272815
2020-09-30,AMD-NVDA,0.5777429715399806
2020-10-31,AMD-NVDA,0.507970606215367
2020-11-30,AMD-NVDA,0.4324697090841345
2020-12-31,AMD-NVDA,0.3865888305999133
2021-01-31,AMD-NVDA,0.5438342301140229
2021-02-28,AMD-NVDA,0.3432093246779857
2021-03-31,AMD-NVDA,0.2834115505983557
2021-04-30,AMD-NVDA,0.6223290395377717
2021-05-31,AMD-NVDA,0.5620740935189156
2021-06-30,AMD-NVDA,0.506014547033639
2021-07-31,AMD-NVDA,0.5123369572664309
2021-08-31,AMD-NVDA,0.2987280040491233
2021-09-30,AMD-NVDA,0.7126921278109549
2021-10-31,AMD-NVDA,0.5488025900099206
2021-11-30,AMD-NVDA,0.5154062551742936
2021-12-31,AMD-NVDA,0.4925540673521382
2022-01-31,AMD-NVDA,0.4695436075135064
2022-02-28,AMD-NVDA,0.36190132685923526
2022-03-31,AMD-NVDA,0.3187946524722701
2022-04-30,AMD-NVDA,0.45858984711868406
2022-05-31,AMD-NVDA,0.5185555939973683
2022-06-30,AMD-NVDA,0.3112810225883791
2022-07-31,AMD-NVDA,0.33303648053418516
2022-08-31,AMD-NVDA,0.22886898667426125
2022-09-30,AMD-NVDA,0.57704432106742
2022-10-31,AMD-NVDA,0.5200083001672284
2022-11-30,AMD-NVDA,0.456194186265636
2022-12-31,AMD-NVDA,0.5796559718046258
2023-01-31,AMD-NVDA,0.5960211118354025
2023-02-28,AMD-NVDA,0.471081932385579
2023-03-31,AMD-NVDA,0.39676914556733606
2023-04-30,AMD-NVDA,0.5859067087021977
